epoch,Percentage_Accuracy,loss,val_Percentage_Accuracy,val_loss
0,0.0,0.48743417859077454,0.0,0.16135983169078827
1,0.0,0.48743411898612976,0.0,0.16135983169078827
2,0.0,0.4874340295791626,0.0,0.16135983169078827
3,0.0,0.4874340891838074,0.0,0.16135983169078827
4,0.0,0.48743417859077454,0.0,0.16135983169078827
